0, 0, 0.000000, 0.000000
4, 10, 5.000000, 1.116736
5, 13, 7.000000, 1.376336
6, 16, 9.000000, 1.303380
7, 16, 10.000000, 1.374300
7, 19, 10.000000, 1.638933
8, 21, 11.000000, 1.540682
8, 19, 11.000000, 1.801222
9, 21, 12.000000, 1.606549
9, 22, 12.000000, 1.772879
9, 23, 13.000000, 1.633065
10, 22, 13.000000, 1.720203
10, 23, 13.000000, 1.885683
10, 23, 14.000000, 1.636765
10, 24, 14.000000, 1.758152
10, 23, 14.000000, 1.843122
11, 24, 15.000000, 1.681874
11, 24, 15.000000, 1.700970
11, 23, 15.000000, 1.740718
12, 24, 15.000000, 1.864296
11, 25, 15.000000, 1.898763
12, 25, 16.000000, 1.711987
12, 26, 16.000000, 1.728207
12, 26, 16.000000, 1.788659
12, 25, 16.000000, 1.813312
13, 25, 16.000000, 1.877125
12, 26, 16.000000, 1.921015
13, 26, 16.000000, 1.999350
12, 27, 17.000000, 1.771214
13, 28, 17.000000, 1.776288
13, 25, 17.000000, 1.778539
13, 25, 17.000000, 1.838614
13, 25, 17.000000, 1.874513
13, 29, 17.000000, 1.949102
13, 27, 17.000000, 1.952895
14, 28, 17.000000, 2.064534
14, 28, 18.000000, 1.815213
14, 28, 18.000000, 1.805713
14, 28, 18.000000, 1.842525
13, 30, 18.000000, 1.882844
13, 29, 18.000000, 1.872084
14, 28, 18.000000, 1.899342
14, 28, 18.000000, 1.975373
14, 28, 18.000000, 1.956987
14, 34, 18.000000, 1.997023
14, 30, 18.000000, 2.040539
15, 30, 19.000000, 1.827457
15, 30, 19.000000, 1.835756
15, 28, 19.000000, 1.818873
14, 30, 19.000000, 1.841521
15, 30, 19.000000, 1.872432
15, 29, 19.000000, 1.896681
15, 30, 19.000000, 1.908167
15, 32, 19.000000, 1.939201
15, 28, 19.000000, 1.939588
15, 29, 19.000000, 1.989497
15, 29, 19.000000, 2.030616
15, 29, 19.000000, 2.007312
15, 28, 19.000000, 2.080817
15, 30, 19.000000, 2.085282
15, 31, 20.000000, 1.838532
15, 31, 20.000000, 1.882764
15, 29, 20.000000, 1.879362
15, 35, 20.000000, 1.890582
15, 30, 20.000000, 1.863572
16, 29, 20.000000, 1.897340
16, 32, 20.000000, 1.910759
16, 30, 20.000000, 1.933080
16, 33, 20.000000, 1.977119
16, 30, 20.000000, 1.964485
16, 31, 20.000000, 2.004819
16, 31, 20.000000, 2.020668
16, 30, 20.000000, 2.048438
16, 31, 20.000000, 2.059393
16, 31, 20.000000, 2.058325
16, 30, 20.000000, 2.091698
16, 30, 20.000000, 2.124123
16, 30, 21.000000, 1.895785
16, 30, 21.000000, 1.886107
16, 34, 21.000000, 1.897973
16, 31, 21.000000, 1.915463
16, 31, 21.000000, 1.931217
16, 32, 21.000000, 1.932925
16, 33, 21.000000, 1.955633
17, 32, 21.000000, 1.938505
16, 32, 21.000000, 1.899079
16, 31, 21.000000, 1.934322
17, 31, 21.000000, 1.996822
17, 31, 21.000000, 1.957728
17, 32, 21.000000, 1.997023
16, 31, 21.000000, 2.022128
17, 32, 21.000000, 2.022078
17, 32, 21.000000, 2.078269
17, 32, 21.000000, 2.065236
17, 33, 21.000000, 2.080865
17, 31, 21.000000, 2.124312
17, 36, 21.000000, 2.092749
17, 31, 21.000000, 2.126311
17, 32, 21.000000, 2.133753
17, 32, 21.000000, 2.148418
